ruta,carpeta,bytes,usado
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Pasto_Var90.fbx","Assets/ARTS/SP_Arte/_FBX_Export",58240,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Pasto_Var180.fbx","Assets/ARTS/SP_Arte/_FBX_Export",57296,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Pasto_Var270.fbx","Assets/ARTS/SP_Arte/_FBX_Export",58464,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Tierra.fbx","Assets/ARTS/SP_Arte/_FBX_Export",47760,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Tierra_Var90.fbx","Assets/ARTS/SP_Arte/_FBX_Export",48064,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Tierra_Var180.fbx","Assets/ARTS/SP_Arte/_FBX_Export",47728,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Piso_Tierra_Var270.fbx","Assets/ARTS/SP_Arte/_FBX_Export",48144,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Valla_Alambrado.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44928,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Valla_Chapa.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43040,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Valla_Madera.fbx","Assets/ARTS/SP_Arte/_FBX_Export",45184,si
"Assets/ARTS/SP_Arte/_FBX_Export/01_Modulares/SM_Mod_Valla_Puas.fbx","Assets/ARTS/SP_Arte/_FBX_Export",50320,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_ArbolA.fbx","Assets/ARTS/SP_Arte/_FBX_Export",51280,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_ArbolB.fbx","Assets/ARTS/SP_Arte/_FBX_Export",62112,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Arbusto_Chico.fbx","Assets/ARTS/SP_Arte/_FBX_Export",52192,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Arbusto_Grande.fbx","Assets/ARTS/SP_Arte/_FBX_Export",59920,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Arbusto_Medio.fbx","Assets/ARTS/SP_Arte/_FBX_Export",56000,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Auto_Quemado.fbx","Assets/ARTS/SP_Arte/_FBX_Export",46688,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Barricada_Concreto.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42752,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Barricada_Erizo.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44144,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Barricada_Sacos.fbx","Assets/ARTS/SP_Arte/_FBX_Export",75056,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Barricada_Tablones.fbx","Assets/ARTS/SP_Arte/_FBX_Export",108384,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Barril.fbx","Assets/ARTS/SP_Arte/_FBX_Export",86640,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Caja_Madera.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43376,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Cartel.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42224,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Crater.fbx","Assets/ARTS/SP_Arte/_FBX_Export",52544,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Emplazamiento_Cajon.fbx","Assets/ARTS/SP_Arte/_FBX_Export",49520,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Emplazamiento_MG.fbx","Assets/ARTS/SP_Arte/_FBX_Export",51840,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Emplazamiento_Tripode.fbx","Assets/ARTS/SP_Arte/_FBX_Export",50048,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Escombro_Pila_A.fbx","Assets/ARTS/SP_Arte/_FBX_Export",56864,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Escombro_Pila_B.fbx","Assets/ARTS/SP_Arte/_FBX_Export",60416,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Farol.fbx","Assets/ARTS/SP_Arte/_FBX_Export",45584,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Muro_Caido.fbx","Assets/ARTS/SP_Arte/_FBX_Export",47168,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Neumaticos.fbx","Assets/ARTS/SP_Arte/_FBX_Export",48816,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Palet.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43792,si
"Assets/ARTS/SP_Arte/_FBX_Export/02_Ambiente/SM_Env_Poste_Caido.fbx","Assets/ARTS/SP_Arte/_FBX_Export",45696,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Heli.fbx","Assets/ARTS/SP_Arte/_FBX_Export",61952,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Heli_Fuselaje.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43984,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Heli_RotorCola.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43344,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Heli_RotorPrincipal.fbx","Assets/ARTS/SP_Arte/_FBX_Export",41536,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Tanque.fbx","Assets/ARTS/SP_Arte/_FBX_Export",96992,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Tanque_Canon.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42880,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Tanque_Cuerpo.fbx","Assets/ARTS/SP_Arte/_FBX_Export",64336,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Tanque_Metralleta.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42384,si
"Assets/ARTS/SP_Arte/_FBX_Export/03_Vehiculos/SM_Veh_Tanque_Torreta.fbx","Assets/ARTS/SP_Arte/_FBX_Export",47120,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Equipo_Boina.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43168,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Equipo_Casco.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43424,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Equipo_GorraMedico.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42752,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Equipo_Medico.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43984,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Soldado_Comando.fbx","Assets/ARTS/SP_Arte/_FBX_Export",132336,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Soldado_Explorador.fbx","Assets/ARTS/SP_Arte/_FBX_Export",112688,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Soldado_Francotirador.fbx","Assets/ARTS/SP_Arte/_FBX_Export",122240,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Soldado_Fusilero.fbx","Assets/ARTS/SP_Arte/_FBX_Export",123120,si
"Assets/ARTS/SP_Arte/_FBX_Export/04_Personajes/SM_Chr_Soldado_Medico.fbx","Assets/ARTS/SP_Arte/_FBX_Export",119536,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_AK.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44432,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Cuchillo.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43632,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_CuchilloCinto.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44656,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Escopeta.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43568,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Fusil.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42224,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Granada.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44208,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_GranadaCinto.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44960,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Lanzacohetes.fbx","Assets/ARTS/SP_Arte/_FBX_Export",46496,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Lanzagranadas.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44432,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_LMG.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43232,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Metralleta.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43280,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Pistola.fbx","Assets/ARTS/SP_Arte/_FBX_Export",42576,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Revolver.fbx","Assets/ARTS/SP_Arte/_FBX_Export",43088,si
"Assets/ARTS/SP_Arte/_FBX_Export/05_Armas/SM_Wpn_Sniper.fbx","Assets/ARTS/SP_Arte/_FBX_Export",44144,si
"Assets/ARTS/SP_Arte/_FBX_Export/06_Nivel/SM_Nivel_Completo.fbx","Assets/ARTS/SP_Arte/_FBX_Export",8869872,si
"Assets/ARTS/SP_Arte/_FBX_Export/06_Nivel/SM_Nivel_RTS.fbx","Assets/ARTS/SP_Arte/_FBX_Export",2785472,si
"Assets/ARTS/SP_Arte/_FBX_Export/06_Nivel/SM_Nivel_RTS2.fbx","Assets/ARTS/SP_Arte/_FBX_Export",8525680,si
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/07_Escenas_Maya.rar","Assets/ARTS/SP_Arte/_FBX_Export",501306,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Ambiente.mb","Assets/ARTS/SP_Arte/_FBX_Export",656656,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Helicoptero.mb","Assets/ARTS/SP_Arte/_FBX_Export",82280,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Modulares.mb","Assets/ARTS/SP_Arte/_FBX_Export",933444,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Nivel.mb","Assets/ARTS/SP_Arte/_FBX_Export",11312696,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Nivel_RTS.mb","Assets/ARTS/SP_Arte/_FBX_Export",3863124,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Nivel_RTS2.mb","Assets/ARTS/SP_Arte/_FBX_Export",12230768,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Showcase.mb","Assets/ARTS/SP_Arte/_FBX_Export",61536,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Soldado.mb","Assets/ARTS/SP_Arte/_FBX_Export",1246148,no
"Assets/ARTS/SP_Arte/_FBX_Export/07_Escenas_Maya/MY_Vehiculos.mb","Assets/ARTS/SP_Arte/_FBX_Export",152644,no
"Assets/ARTS/SP_Arte/Arbol 1/Arbol 1.spp","Assets/ARTS/SP_Arte/Arbol 1",36581573,no
"Assets/ARTS/SP_Arte/Arbol 1/Arbol 1_standardSurface1_BaseMap.png","Assets/ARTS/SP_Arte/Arbol 1",21944,si
"Assets/ARTS/SP_Arte/Arbol 1/Arbol 1_standardSurface1_MaskMap.png","Assets/ARTS/SP_Arte/Arbol 1",21251,si
"Assets/ARTS/SP_Arte/Arbol 1/Arbol 1_standardSurface1_Normal.png","Assets/ARTS/SP_Arte/Arbol 1",16902,si
"Assets/ARTS/SP_Arte/Arbol 1/Captura de arbol.png","Assets/ARTS/SP_Arte/Arbol 1",409891,no
"Assets/ARTS/SP_Arte/Arbol 3/Arbol 3.spp","Assets/ARTS/SP_Arte/Arbol 3",13245584,no
"Assets/ARTS/SP_Arte/Arbol 3/Arbol 3_standardSurface1_BaseMap.png","Assets/ARTS/SP_Arte/Arbol 3",23827,si
"Assets/ARTS/SP_Arte/Arbol 3/Arbol 3_standardSurface1_MaskMap.png","Assets/ARTS/SP_Arte/Arbol 3",21251,si
"Assets/ARTS/SP_Arte/Arbol 3/Arbol 3_standardSurface1_Normal.png","Assets/ARTS/SP_Arte/Arbol 3",16902,si
"Assets/ARTS/SP_Arte/Arbol 3/Captura de arbol 3.png","Assets/ARTS/SP_Arte/Arbol 3",608916,no
"Assets/ARTS/SP_Arte/Barricada/Barricada.spp","Assets/ARTS/SP_Arte/Barricada",39854950,no
"Assets/ARTS/SP_Arte/Barricada/Barricada_standardSurface1_BaseMap.png","Assets/ARTS/SP_Arte/Barricada",266420,si
"Assets/ARTS/SP_Arte/Barricada/Barricada_standardSurface1_MaskMap.png","Assets/ARTS/SP_Arte/Barricada",244672,si
"Assets/ARTS/SP_Arte/Barricada/Barricada_standardSurface1_Normal.png","Assets/ARTS/SP_Arte/Barricada",158315,si
"Assets/ARTS/SP_Arte/Barricada/Captura de Barricada.png","Assets/ARTS/SP_Arte/Barricada",498968,no
"Assets/ARTS/SP_Arte/Barril/Barril 1_standardSurface1_BaseMap.png","Assets/ARTS/SP_Arte/Barril",36077,si
"Assets/ARTS/SP_Arte/Barril/Barril 1_standardSurface1_MaskMap.png","Assets/ARTS/SP_Arte/Barril",21251,si
"Assets/ARTS/SP_Arte/Barril/Barril 1_standardSurface1_Normal.png","Assets/ARTS/SP_Arte/Barril",16902,si
"Assets/ARTS/SP_Arte/Barril/Barril.spp","Assets/ARTS/SP_Arte/Barril",12937862,no
"Assets/ARTS/SP_Arte/Barril/Captura de barril.png","Assets/ARTS/SP_Arte/Barril",435435,no
"Assets/ARTS/SP_Arte/Captura de arbol 3.png","Assets/ARTS/SP_Arte",608916,no
"Assets/ARTS/SP_Arte/Captura de arbol.png","Assets/ARTS/SP_Arte",409891,no
"Assets/ARTS/SP_Arte/Captura de Barricada.png","Assets/ARTS/SP_Arte",498968,no
"Assets/ARTS/SP_Arte/Captura de barril.png","Assets/ARTS/SP_Arte",435435,no
"Assets/ARTS/SP_Arte/Captura de Soldado.png","Assets/ARTS/SP_Arte",710055,no
"Assets/ARTS/SP_Arte/IMPLEMENTACION_CLAUDE.md","Assets/ARTS/SP_Arte",9197,no
"Assets/ARTS/SP_Arte/M_Arbol 1.fbx","Assets/ARTS/SP_Arte",40512,si
"Assets/ARTS/SP_Arte/M_Arbol 2.fbx","Assets/ARTS/SP_Arte",31408,si
"Assets/ARTS/SP_Arte/M_Arbol 3.fbx","Assets/ARTS/SP_Arte",183712,si
"Assets/ARTS/SP_Arte/M_Barricada.fbx","Assets/ARTS/SP_Arte",220592,si
"Assets/ARTS/SP_Arte/M_Barril 1.fbx","Assets/ARTS/SP_Arte",41680,si
"Assets/ARTS/SP_Arte/M_Items_Francotirador.fbx","Assets/ARTS/SP_Arte",102288,no
"Assets/ARTS/SP_Arte/M_Items_Fusilero.fbx","Assets/ARTS/SP_Arte",94480,no
"Assets/ARTS/SP_Arte/M_Items_Medico.fbx","Assets/ARTS/SP_Arte",132016,no
"Assets/ARTS/SP_Arte/M_Soldado.fbx","Assets/ARTS/SP_Arte",34320,si
"Assets/ARTS/SP_Arte/MY_Ambiente.mb","Assets/ARTS/SP_Arte",656656,no
"Assets/ARTS/SP_Arte/MY_Helicoptero.mb","Assets/ARTS/SP_Arte",82280,no
"Assets/ARTS/SP_Arte/MY_Modulares.mb","Assets/ARTS/SP_Arte",933476,no
"Assets/ARTS/SP_Arte/MY_Nivel.mb","Assets/ARTS/SP_Arte",11312696,no
"Assets/ARTS/SP_Arte/MY_Nivel_RTS.mb","Assets/ARTS/SP_Arte",3863124,no
"Assets/ARTS/SP_Arte/MY_Nivel_RTS2.mb","Assets/ARTS/SP_Arte",12230736,no
"Assets/ARTS/SP_Arte/MY_Showcase.mb","Assets/ARTS/SP_Arte",61536,no
"Assets/ARTS/SP_Arte/MY_Soldado.mb","Assets/ARTS/SP_Arte",1246180,no
"Assets/ARTS/SP_Arte/MY_Vehiculos.mb","Assets/ARTS/SP_Arte",152644,no
"Assets/ARTS/SP_Arte/Soldado/Captura de Soldado.png","Assets/ARTS/SP_Arte/Soldado",710055,no
"Assets/ARTS/SP_Arte/Soldado/lego_Material_BaseMap.png","Assets/ARTS/SP_Arte/Soldado",537050,si
"Assets/ARTS/SP_Arte/Soldado/lego_Material_MaskMap.png","Assets/ARTS/SP_Arte/Soldado",756138,si
"Assets/ARTS/SP_Arte/Soldado/lego_Material_Normal.png","Assets/ARTS/SP_Arte/Soldado",212542,si
"Assets/ARTS/SP_Arte/Soldado/Soldado.spp","Assets/ARTS/SP_Arte/Soldado",21301781,no
"Assets/ARTS/SP_Arte/SP_Arte.rar","Assets/ARTS/SP_Arte",94252134,no
"Assets/ARTS/SP_Arte/Trimsheet.png","Assets/ARTS/SP_Arte",3795,no
"Assets/ARTS/SP_Arte/Trimsheet.psd","Assets/ARTS/SP_Arte",5664974,no
"Assets/ARTS/SP_Arte/Trimsheet_1024.png","Assets/ARTS/SP_Arte",5775,no
"Assets/ARTS/SP_Arte/Trimsheet_1024_GUIA.png","Assets/ARTS/SP_Arte",232999,no
"Assets/ARTS/SP_Arte/Trimsheet_1024_map.json","Assets/ARTS/SP_Arte",16502,no
"Assets/ARTS/SP_Arte/Trimsheet_Nuevo.png","Assets/ARTS/SP_Arte",5446,no
"Assets/ARTS/SP_Arte/WARZONE_INOFUENTES - Miro.url","Assets/ARTS/SP_Arte",93,no
"Assets/ARTS/SP_Arte/workspace.mel","Assets/ARTS/SP_Arte",1576,no
